,Cause,Company Name,Cummulative Hrs,Date and Time,Depth,LT ID,LT Summary,LT Type,Object,Parent LT ID,Report Date,Rig Name,Time in Hrs,Well No
129,7019, 959,LDP,E,  3885,STRG,"HPJSM, P/U, M/U 8-1/2"" CO BHA # 2 & RIH TO 959 FT.",7019, 0,RIG,08/02/2022,ADC-57L,CT,KRSN-175
130,7019, 6954,TI,E,  3885,STDP,"RIH 8-1/2"" CO RUN #2 FROM 959 FT TO 6,954 FT- FILL THE STRING EVERY 20 STANDS.- MONITOR THE WELL WITH TRIP TANK.",7019, 959,RIG,08/02/2022,ADC-57L,CT,KRSN-175
131,7019, 7019,RW,E,  3885,BIT,"REAM DN PRECAUTIONALY FROM 6,954 FT TO 7,019 FT.",7019, 6954,RIG,08/02/2022,ADC-57L,CT,KRSN-175
132,7019, ,CIRC,E,  3885,MPMP,SWEEP THE HOLE WITH TWO TIMES 30 BBLS HI-VIS AND CIRCULATE TILL SHAKERS CLEAN.,7019, ,RIG,08/02/2022,ADC-57L,CT,KRSN-175
133,7019, ,CIRC,E,  3885,MPMP,DISPLACE WELL BORE FLUID FROM 78 PCF LOW CHLORIDE WBM TO 79 PCF OBM.- CIRCULATE AND CONDITION MUD IN/OT 79 PCF.- FLOW CHECK WELL- STATIC.,7019, ,RIG,08/02/2022,ADC-57L,CT,KRSN-175
134,7019, 4819,TO,E,  3885,BHA,"HPJSM, POOH 8-1/2"" CO BHA #2 ON ELEVATOR FROM 7,019 FT TO 9-5/8"" SHOE AT 4,819 FT.- HOLE IN GOOD CONDITION.- MONITOR THE WELL WITH TRIP TANK.- FLOW CHECK AT 9-5/8"" FS- WELL STATIC.",7019, 7019,RIG,08/02/2022,ADC-57L,CT,KRSN-175
135,7019, 959,TO,E,  3885,STDP,"POOH 8-1/2"" CO BHA # 2 FROM 4,819 FT TO  TOP BHA AT 959 FT.- MONITOR THE WELL WITH TRIP TANK- FLOW CHECK AT TOP BHA - WELL STATIC.",7019, 4819,RIG,08/02/2022,ADC-57L,CT,KRSN-175
136,7019, 0,LDP,E,  3885,STRG,"POOH 8-1/2"" CO BHA # 2 FROM 959 FT TO SURFACE AND L/D JAR & BIT.- MONITOR THE WELL WITH TRIP TANK",7019, 959,RIG,08/02/2022,ADC-57L,CT,KRSN-175
137,7019, ,OTH,E,  3885,NA,"HPJSM, TLC RUN # 3: P/U & M/U SLB TLC MDT  LOGGING TOOLS TO 177 FT.- CHECK MDT TOOLS ON SURFACE. OK.- MONITOR WELL ON TRIP TANK.",7019, ,SWL,08/02/2022,ADC-57L,LOG,KRSN-175
138,7019, 747,TI,E,  3885,STDP,"RIH  W/MDT  LOGGING TOOLS  ON  1 X 5"" HWDP AND 5"" DP F/ 177 FT TO 747 FT AT CONTROLLED SPEED. - FILL UP STRING EVERY 10 STANDS.- DRIFT ALL STANDS RIH WITH 2.625"" DRIFT.- MONITOR WELL ON TRIP TANK",7019, 177,RIG,08/02/2022,ADC-57L,LOG,KRSN-175
139, 73.75, OOS,Category,DOOS ID, LOG,Out of Scope Summary," NMR LOGGING AND RELATED OPERATIONS, C/O AND DISPACE MUD WITH LOW CHLORIDE.", 24, 3885,30 Jul 0315,08/02/2022,ADC-57L,Type,KRSN-175
140,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,
142,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,ADC-60,Hrs,ABSF-218
143, FOT, SCB, 18,02 Aug 1100 - 0500, 4920, 900422," S/L RIH WTIH PULLING TOOL TO RETRIEVE SLB PLUS PLUG, LATCHED ON. JAR UP TO RETRIEVE THE PLUG,  NEGATIVE. ", TF, BP, ,08/02/2022,ADC-60, 18,ABSF-218
144, FOT, BCT, 1.5,02 Aug 1915 - 2045, 0, 900405, WORN RUBBER IN STRIPPER #1, TF, CTAC, ,08/02/2022,ADM-337, 1.5,MRJN-900
145,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,ADM-337,Hrs,MRJN-900
146, FOT, BCT, 1.5,02 Aug 1500 - 1630, 0, 900386," COIL TUBING CONNECTOR PUSHED OUT OF THE COIL 3/4 IN, WHEN CRIMPING CONNECTOR", TF, CTBG, ,08/02/2022,ADM-337, 1.5,MRJN-900
147, FOT, BCT, 1.5,02 Aug 1915 - 2045, 0, 900405, WORN RUBBER IN STRIPPER #1, TF, CTAC, ,08/02/2022,ADM-337, 1.5,MRJN-900
148,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,AOD-1,Hrs,ZULF-694
149, FOT, SWL, 7.5,01 Aug 2330 - 0700, 5303, 900396," ENCOUNTERED OBSTRUCTION @TOL 5303'. MADE SEVERAL ATTEMPTS TO ENTER TOL, UNSUCCESSFUL.
RECONFIGURED TOOLS STRING WITH VARIOUS CENTRALIZATION & KNUCKLE JOINTS PLACEMENT, UNSUCCESSFUL.", TF, WLT, ,08/02/2022,AOD-1, 2,ZULF-694
150,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,ARO-2001,Hrs,BRRI-90
151, HERR, BAL, 5.5,02 Aug 1045 - 1615, 3050, 900380," BAKER ESP CABLE DAMAGED WHILE SETTING 3 1/2"" TUBING SLIPS", JF, ESPL, ,08/02/2022,ARO-2001, 5.5,BRRI-90
152,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,ARO-4001,Hrs,MRJN-532
153, STBH, ARM, 16.5,02 Aug 1145 - 0500, 6642, 900419," GOT SUDDEN HOLE PACK OFF, STRING STALL AND STUCK.", STUK, BHA, ,08/02/2022,ARO-4001, 16.5,MRJN-532
154,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,DQ-49L,Hrs,HRDH-575
155, STBH, TK2, 177,26 Jul 2000 - 0500, 3232, 900195," WHILE BACKRAMING @ 3232 FT, SUDDENTLY LOST ROTARY, ATTEMPT TO MOVE PIPE DOWN WITH NO  SUCCESS. OBSERVE PIPE STUCK", STUK, BHA, ,08/02/2022,DQ-49L, 24,HRDH-575
156,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,ED-85A,Hrs,ZULF-2063
157, CFST, BCM, 99,26 Jul 0145 - 0500, 11328, 900111, CEMENT SET WHILE DISPLACING DV OPENNING PLUG., CMT, NA, ,08/02/2022,ED-85A, 24,ZULF-2063
158,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,ENS-108,Hrs,ZULF-2014
159, FOT, ENV, 213.25,25 Jul 0500 - 0500, 6135, 900310," WHILE RIH WITH 9-5/8"" CASING, ENCOUNTERED OBSTRUCTION W/ 10 KLBS S/O @6,135' (INSIDE LINER).", TF, EXPND, ,08/02/2022,ENS-108, 24,ZULF-2014
160,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,HI-2,Hrs,BRRI-435
161, HERR, RIG, 4.5,01 Aug 0230 - 0700, 1015, 900393," DURING HOUSEKEEPING OBSERVED MOUSE HOLE COVER MISSING, SUSPECTED THAT IT FELL IN HOLE. ", FISH, BHA, ,08/02/2022,HI-2, 2,BRRI-435
162,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,HI-9,Hrs,BRRI-155
163, IDPR, SDM, 25,01 Aug 2300 - 0000, 9127, 900412," POH TO CHANGE SCHLUMBERGER 6-1/8"" MM BHA TO RSS BHA DUE TO SLOW ROP.", LROP, BHA, ,08/02/2022,HI-9, 19,BRRI-155
164, GRF, RIG, 5,02 Aug 0900 - 1400, 0, 900381, BLADDER ON THE HI CLUTCH LEAKING AIR., UPRA, DWKS, ,08/02/2022,MP-1, 5,MRJN-78
165,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,MP-1,Hrs,MRJN-78
166, FOT, NRT, 45.25,31 Jul 0245 - 0500, 9345, 900303, NOV BULLNOSE & 4 INTERNAL HOUSING PARTS LOST IN HOLE DURING REAMING TRIP., BHA, UNDR, ,08/02/2022,MP-1, 19,MRJN-78
167, GRF, RIG, 5,02 Aug 0900 - 1400, 0, 900381, BLADDER ON THE HI CLUTCH LEAKING AIR., UPRA, DWKS, ,08/02/2022,MP-1, 5,MRJN-78
168, WC20, ARM, 3.75,01 Aug 0400 - 0400, 13970, 900349," FLOW CHECK , HAD A SLIGHT FLOW, SHUT IN WELL AND OBSERVE PRESS FOUND SICP=0 PSI, ", WCNT, NA, ,08/02/2022,NBR-263S, 2.75,QTIF-736
169,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,NBR-263S,Hrs,QTIF-736
170, STBH, ARM, 66,29 Jul 0230 - 0500, 13970, 900313,"  GOT STG STUCK AFTER OPEN BOP FOR WELL OBSERVATION, WELL STATIC, TRIED TO MOVE STG W/O SUCCESS & WORK ON STUCK.", STUK, BHA, ,08/02/2022,NBR-263S, 21.25,QTIF-736
171, WC20, ARM, 3.75,01 Aug 0400 - 0400, 13970, 900349," FLOW CHECK , HAD A SLIGHT FLOW, SHUT IN WELL AND OBSERVE PRESS FOUND SICP=0 PSI, ", WCNT, NA, ,08/02/2022,NBR-263S, 2.75,QTIF-736
172,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,NBR-304S,Hrs,HRDH-1958
173, FOT, SPS, 38.5,01 Aug 1230 - 0500, 17692, 900376, SPERRY SUN I-CRUISE FAILURE, BHA, RSS, ,08/02/2022,NBR-304S, 24,HRDH-1958
174,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,PA-218S,Hrs,HRDH-1941
175, FOT, RIG, 17.75,02 Aug 0500 - 0500, 14320, 900397, TROUBLE SHOOTING DRAWWORKS: CHANGE OUT TRACTION MOTOR., RR, DWKS, ,08/02/2022,PA-218S, 17.75,HRDH-1941
176,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,PN-9,Hrs,MRJN-673
177, CFST, HCM, 246,23 Jul 2300 - 0500, 0, 899983," WHILE PUMPING DOWN WFD DV OPENING PLUG FOR 1ST STAGE CEMENT JOB, STRING PRESSURED UP 34 BBLS PRIOR TO THEORETICAL DISPLACMENT. ATTEMPT TO BUMP WFD DV OPENING PLUG AND OPEN WFD DV PORTS WITH MAX 3500 PSI, NO SUCCESS. INSPECT SURACE CEMENT SAMPLES - SAMPLES SET & HARD.", CMT, NA, ,08/02/2022,PN-9, 24,MRJN-673
178,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,RM-74A,Hrs,HSBH-68
179, IFCS, HCM, 11.75,02 Aug 1715 - 0500, 4300, 900414," WHILE PREPARING TO MIX THE TAIL SLURRY, OBSERVE TAIL MIX FLUID EXCESSIVELY FOAMING.", CMT, NA, ,08/02/2022,RM-74A, 11.75,HSBH-68
180,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,SINO-1L,Hrs,ABJF-20
181, HERR, SPR, 7.5,02 Aug 0530 - 1300, 576, 900385, HAD OBSTRUCTION WHILE RIH W/ SL DRIFT COULD NOT PASS @576 FT., JF, CTRQ, ,08/02/2022,SINO-1L, 7.5,ABJF-20
182,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,SINO-26,Hrs,UTMN-1231
183, WTHR, ARM, 2,02 Aug 0500 - 0700, 5500, 900416, HAD HEAVY RAINS & LIGHTING., WON, NA, ,08/02/2022,SINO-26, 2,UTMN-1231
184,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,SINO-33L,Hrs,HRDH-1539
185, SRVC, ARM, 8,02 Aug 1600 - 0045, 10173, 900370," CIRC HOLE CLEAN WAITING ARAMCO V-SAT TO REGAIN COMMUNICATION AS PER GOC REQUIREMENT.
- PUMP 1-2 BPM 96 PCF MUD CAP FROM BACKSIDE.
", WO, NA, ,08/02/2022,SINO-33L, 8,HRDH-1539
186,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,SINO-37L,Hrs,HWYH-639
187, FOT, RIG, 3,02 Aug 0200 - 0500, 0, 900421, TROUBLESHOOTING TOP DRIVE PROBLEM (TDS STOP ROTATION)., RR, TDS, ,08/02/2022,SINO-37L, 3,HWYH-639
188,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,SND-2008,Hrs,HRDH-1812
189, STDP, RIG, 498,07 Jul 0500 - 0500, 12837, 899514," WHILE WORK ON STRG DUE TO STUCK, GOT FREE W/ 120 KLBS WITH STRING TWISTED OFF AT 2ND DC ABOVE MILL.", STUK, DP, ,08/02/2022,SND-2008, 24,HRDH-1812
190,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,SND-2010,Hrs,MNIF-869
191, FOT, RIG, 1,02 Aug 1100 - 1200, 7072, 900402," WHILE TESTING THE BOPE WITH TEST UNIT, FOUND CHART PIN IS BROKEN AND BACK PRESSURE VALVE IS LEAKING. ", TF, BPV, ,08/02/2022,SND-2010, 1,MNIF-869
192, FOT, RIG, 2,30 Jul 1600 - 1430, 6439, 900333,  RIG TROUBLESHOOT AND REPAIR DP HYDRAULIC POWER TONG., TF, PEL, ,08/02/2022,SP-120, .5,MNIF-187
193,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,SP-120,Hrs,MNIF-187
194, FRFM, ARM, 105,29 Jul 1730 - 0500, 6340, 900228, CURE LOSSES AT WARA FORMATION WITH LCM PILL AND CEMENT PLUG., LCIR, NA, ,08/02/2022,SP-120, 23.5,MNIF-187
195, FOT, RIG, 2,30 Jul 1600 - 1430, 6439, 900333,  RIG TROUBLESHOOT AND REPAIR DP HYDRAULIC POWER TONG., TF, PEL, ,08/02/2022,SP-120, .5,MNIF-187
196,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,SP-122,Hrs,HWYH-1178
197, WTHR, ARM, 4,01 Aug 0300 - 0700, 7515, 900404, SUSPEND OPERATION DUE TO SAND STORM AND HEAVY RAINING., WON, NA, ,08/02/2022,SP-122, 2,HWYH-1178
198,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,SP-154,Hrs,SDGM-353
199, IBHA, SDM, 23.5,02 Aug 0530 - 0500, 7545, 900383, SLB RSS DD BHA UNABLE TO PASS TROUGH WINDOW. , BHA, MMOT, ,08/02/2022,SP-154, 23.5,SDGM-353
200,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,SP-257,Hrs,HZEM-162412
201, LCRW, ARM, 63.5,31 Jul 1330 - 0500, 445, 900304," 22"" BHA STUCK WHILE TOOH WITH TOTAL LOSSES.", STUK, STRG, ,08/02/2022,SP-257, 24,HZEM-162412
202,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,SP-260,Hrs,HMYM-531812
203, STBH, ARM, 35,01 Aug 1800 - 0500, 5095, 900366, ENCOUNTERED TIGHT HOLE AND DRILL STRING BECAME STUCK WITH CIRCULATION, STUK, BHA, ,08/02/2022,SP-260, 24,HMYM-531812
204,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,SSA-102,Hrs,QTIF-693
205, FOT, SPS, 7.25,02 Aug 2145 - 0500, 16519, 900417," LOST SIGNAL, TROUBLE SHOOTING WITH TOOLS, NO SUCCESS", BHA, LWD, ,08/02/2022,SSA-102, 7.25,QTIF-693
206, LHFL, RIG, 2.5,02 Aug 1030 - 1300, 0, 900400, FIXING OBM LEAK FROM RIG FLOOR TO BOPE AREA&GROUND AND HOUSEKEEPING THE AROUND AREA., RR, HSYS, ,08/02/2022,SSA-51, 2.5,MNIF-257
207,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,SSA-51,Hrs,MNIF-257
208, FOT, OGS, 13.5,01 Aug 2000 - 0930, 8536, 900341, GYRO TOOL FAILURE, TF, GYRO, ,08/02/2022,SSA-51, 4.5,MNIF-257
209, LHFL, RIG, 2.5,02 Aug 1030 - 1300, 0, 900400, FIXING OBM LEAK FROM RIG FLOOR TO BOPE AREA&GROUND AND HOUSEKEEPING THE AROUND AREA., RR, HSYS, ,08/02/2022,SSA-51, 2.5,MNIF-257
210,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/02/2022,SSA-5962,Hrs,HRDH-2513
211, WTHR, ARM, 3.5,01 Aug 0230 - 0600, 4300, 900345, SUSPENDED OPERATION DUE BAD WEATHER (HIGH WIND & HEAVEY RAIN). , WON, NA, ,08/02/2022,SSA-5962, 1,HRDH-2513
212, FOT, FMC, 1.5,03 Aug 1145 - 1315, 5436, 900433, TROUBLESHOOTING FRANKS POWER TONG. , TF, CTRQ, ,08/03/2022,088TE, 1.5,QTIF-330
213,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/03/2022,088TE,Hrs,QTIF-330
214, FOT, WEP, 65.75,31 Jul 1930 - 1445, 5926, 900302," UNABLE TO RUN 4-1/2"" HALLIBURTON COMPLETION SEAL THROUGH WFD MCL (7"" CASING PATCH).", TF, CPCH, ,08/03/2022,088TE, 8.25,QTIF-330
215, FOT, FMC, 1.5,03 Aug 1145 - 1315, 5436, 900433, TROUBLESHOOTING FRANKS POWER TONG. , TF, CTRQ, ,08/03/2022,088TE, 1.5,QTIF-330
216,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/03/2022,ADC-17,Hrs,ZULF-1210
217, HINW, ARM, 48,02 Aug 0500 - 0500, 5490, 900413," MANSOORI SLICKLINE 3.5"" SHIFTING TOOL STUCK WHILE POH @5490 FT DUE TO SAND PRODUCTION AFTER FLOW BACK TWO ZONES", STUK, SLICK, ,08/03/2022,ADC-17, 24,ZULF-1210
218,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/03/2022,ADC-31,Hrs,SDGM-1181
219, STDP, RIG, 492.5,12 Jul 1930 - 0500, 14234, 899623, TDS TRIPPED AND LOST RPM CAUSING STUCK PIPE., STUK, DP, ,08/03/2022,ADC-31, 24,SDGM-1181
220,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/03/2022,ADC-41L,Hrs,SDGM-1244
221, UVLC, ARM, 337.5,19 Jul 0500 - 0500, 9010, 900095," TOTAL LOSSES AT DEPTH OF 9,010 FT - UNCURABLE WITH CONVENTIONAL LCM PILLS", LCIR, NA, ,08/03/2022,ADC-41L, 24,SDGM-1244
222,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/03/2022,ADC-42L,Hrs,SDGM-1258
223, FOT, RIG, 5.25,03 Aug 2345 - 0500, 10422, 900473, TROUBLESHOOT ON DYNAMIC BRAKE CHOPPER. DRAWWORKS UNABLE TO OPERATE WITH FULL SPEED., RR, DWKS, ,08/03/2022,ADC-42L, 5.25,SDGM-1258
224,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/03/2022,ADC-43L,Hrs,UTMN-3118
225, FRFM, TK3, 98.5,30 Jul 0115 - 0500, 12637, 900352, WHILE DRILLING LOST COMPLETE RETURNS IN KHUFF B CARBONATE. PUMPING LCM TO CURE THE LOSSES., LCIR, NA, ,08/03/2022,ADC-43L, 24,UTMN-3118
226,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/03/2022,ADC-50,Hrs,SFNY-1176
227, LCRW, ARM, 303.25,19 Jul 1830 - 0500, 0, 899874, PIPE STUCK. NO SUCCESS TO FREE PIPE. CUT  PIPE AT 3260' WITH MPC . SPOTTED SIDETRACK CMT PLUG FOR SIDETRACK., STUK, STRG, ,08/03/2022,ADC-50, 24,SFNY-1176
228,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/03/2022,ADC-52,Hrs,SDGM-1185
229, HINW, BAW, 136,29 Jul 1300 - 0500, 12600, 900261, LOGGING TOOLS GOT STUCK MECHANICALLY DUE TO WASHOUTS WHILE PERFORMING THE REPEAT PASS, STUK, WLT, ,08/03/2022,ADC-52, 24,SDGM-1185
230,12705, 5315,TO,N, ,BHA,"POOH W/ 6-1/8"" VORTEX BHA ON ELEVATOR F/ 11,558 FT TO TOW @ 5,315 FT.- CLEAR TIGHT SPOTS @11,558 FT, 10,885 FT & 10,690 FT. RUN BACK, PUMP SWEEP & CHC, POOH FREE.- MONITOR WELL ON TRIP TANK.- FLOW CHECK - WELL STATIC. PUMP SLUG.",12705, 11588,RIG,08/03/2022,ADC-53L,DRLG,HRDH-530
231,12705, 385,TO,N, ,STDP,"POOH W/ 6-1/8"" VORTEX BHA FROM 5,315 FT TO TOP OF BHA @385 FT.- MONITOR WELL ON TRIP TANK.- FLOW CHECK AT TOP OF BHA - WELL STATIC.",12705, 5315,RIG,08/03/2022,ADC-53L,DRLG,HRDH-530
232,12705, ,HT,N, ,BHA,"POOH AND L/D 6-1/8"" VORTEX BHA.- HELD PJSM BEFORE REMOVE R/A SOURCE.- BIT DULL: 1-1-WT-A-X-I-BT-TD.- MONITOR WELL ON TRIP TANK- WELL STATIC",12705, ,SDM,08/03/2022,ADC-53L,DRLG,HRDH-530
233,12705, ,HT,N,  3947,BHA,"HPJSM, P/U, M/U THRUBIT LOGGING ASSY & RIH TO 330 FT.- M/U WL- BIT S/N: JV1942, BIT SUB, FLOAT SUB ,XO, 1 X 4"" HWDP, 6-1/8"" DLR, 2 X 4"" HWDP, 6-1/8"" DLR, 7 X 4"" HWDP.- MONITORED WELL ON TRIP TANK, STATIC.",12705, ,RIG,08/03/2022,ADC-53L,CT,HRDH-530
234,12705, 5325,TI,N,  3947,STDP,"RIH W/THRUBIT LOGGING ASSY ON DRIFTED 4"" DP STDS F/330 FT TO 5,325 FT- WASH DOWN LAST STD WHILE ENTRING WINDOW (TOW 5,315 FT, BOW 5,325 FT).- FILL STRING AND BREAK CIRC EVERY 20 STD.- DRIFT EVERY STAND W/ 2.4"" WL DRIFT WHILE RIH.- WELL MONITORED ON TRIP TANK.",12705, 330,RIG,08/03/2022,ADC-53L,CT,HRDH-530
235,12705, 7050,RW,N,  3947,BIT,"REAM DOWN OPEN HOLE F/5,325 FT TO 6,949 FT SMOOTHLY.- WOB: 0-3 KLBS, RPM: 120 & TQ: 1-2 KFT-LBS, FR: 300 GPM, SPP: 1000 PSI.- CONTROL RPM TO 50 TILL SECOND REAMER OUT OF THE BOW@5325 FT.- DRIFT EVERY STAND W/ 2.4"" WL DRIFT.",12705, 5325,RIG,08/03/2022,ADC-53L,CT,HRDH-530
236, 11, OOS,Category,DOOS ID, HCRM,Out of Scope Summary, REAMING W/ THRU BIT, 11, 3947,03 Aug 1800,08/03/2022,ADC-53L,Type,HRDH-530
237,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,
239, FOT, RIG, 3.25,03 Aug 1930 - 2245, 0, 900429," OBSERVED MANUAL TONG TORQUE LOAD CELL NOT FUNCTIONING PROPERLY, TROUBLESHOOT LOAD CELL & FIXED SAME,  CORSSCHECK TORQUE VALUE W/ TDS, OK", RR, HSYS, ,08/03/2022,ADC-55L, 3.25,UTMN-3171
240,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/03/2022,ADC-55L,Hrs,UTMN-3171
241, STBH, TK3, 111.25,30 Jul 0830 - 0500, 12245, 900335, PU STRING AFTER DROP PBL BALLS FOUND STRING STUCK., STUK, BHA, ,08/03/2022,ADC-55L, 20.75,UTMN-3171
242, FOT, RIG, 3.25,03 Aug 1930 - 2245, 0, 900429," OBSERVED MANUAL TONG TORQUE LOAD CELL NOT FUNCTIONING PROPERLY, TROUBLESHOOT LOAD CELL & FIXED SAME,  CORSSCHECK TORQUE VALUE W/ TDS, OK", RR, HSYS, ,08/03/2022,ADC-55L, 3.25,UTMN-3171
243,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/03/2022,ADC-56L,Hrs,UTMN-3069
244, FOT, RIG, 5,03 Aug 0630 - 1130, 5920, 900391, OBSERVED DRILLING LINE ENTANGLED AND DAMAGE ON DRAWORKS DRUM., RR, DWKS, ,08/03/2022,ADC-56L, 5,UTMN-3069
245,7019, 4660,TI,E,  3965,STDP,"RIH TLC MDT-GR LOGGING TOOLS ON 5"" DP FROM 747 FT TO 4,660 FT AT CONTROLLED SPEED.- FILL UP STRING EVERY 10 STANDS.- DRIFTED ALL STANDS RIH WITH 2.625"" DRIFT.- MONITOR THE WELL WITH TRIP TANK",7019, 747,RIG,08/03/2022,ADC-57L,LOG,KRSN-175
246,7019, ,CIRC,E,  3965,MPMP,CIRCULATE 1.5 STRING VOLUME W/ 79 PCF OBM.- MEANWHILE  HPJSM & R/U WL SHEAVES.,7019, ,RIG,08/03/2022,ADC-57L,LOG,KRSN-175
247,7019, ,OTH,E,  3965,NA,"LATCH WIRELINE CABLE PWCH INTO DWCH @ 4,482 FT AS PER WIRELINE ENGINEER INSTRUCTION.- M/U WL SES WITH FEED THRU WIRE LINE CABLE.- RIH SLB WL CABLE- PUMP DOWN @ 100 GPM, 40 PSI TO ASSIST TO LATCH.- FUNCTION TEST SLB TOOLS- PERFORM PULL TEST TO 3,300 LBS.- MONITORE WELL THROUGH TRIP TANK.",7019, ,SWL,08/03/2022,ADC-57L,LOG,KRSN-175
248,7019, 6340,TI,E,  3965,STDP,"RIH TLC MDT-GR LOGGING TOOLS ON 5"" DP FROM 4,660 FT TO 6,340 FT AT CONTROLLED SPEED.- FILL UP STRING EVERY 10 STANDS.- DRIFTED ALL STANDS RIH WITH 2.625"" DRIFT.- MONITOR THE WELL WITH TRIP TANK.",7019, 4660,RIG,08/03/2022,ADC-57L,LOG,KRSN-175
249,7019, 6430,LOG,E,  3965,WLT,"SLB WL TAKING PRESSURE POINTS, RECORD 12 POINTS OUT OF 50 POINTS AS PER ARAMCO RMD SCHEDULE.- PERFORM STICK TEST 3, 5, 8, 15 MIN BEFORE EVERY NEW FORMATION AND PERFORM 3, 8 MIN STICKING TEST BETWEEN PRESSURE POINTS.- MONITOR THE WELL WITH TRIP TANK.",7019, 6340,SWL,08/03/2022,ADC-57L,LOG,KRSN-175
